assignment_id,assignment_name,course_id,course_name,semester,assignment_type,grading_weight,due_date,status
130,Participation #601,1,Algorithmic Toolbox,9,Participation,0.7,2021-05-27,Completed
131,Participation #450,1,Algorithmic Toolbox,9,Participation,0.8,2021-06-16,Completed
132,Participation #34,1,Algorithmic Toolbox,9,Participation,0.8,2021-06-15,Completed
133,Participation #228,1,Algorithmic Toolbox,9,Participation,0.5,2021-07-13,Completed
134,Participation #772,1,Algorithmic Toolbox,9,Participation,0.8,2021-06-28,Completed
135,Participation #331,1,Algorithmic Toolbox,9,Participation,0.7,2021-07-06,Completed
136,Participation #882,1,Algorithmic Toolbox,9,Participation,0.8,2021-07-19,Completed
137,Quiz #353,1,Algorithmic Toolbox,9,Quiz,1.1,2021-06-28,Completed
138,Project #5,1,Algorithmic Toolbox,9,Project,1,2021-07-02,Completed
139,Midterm Exam,1,Algorithmic Toolbox,9,Exam,3,2021-06-22,Completed
140,Final Exam,1,Algorithmic Toolbox,9,Exam,5,2021-08-06,Completed
141,Homework #696,1,Algorithmic Toolbox,10,Homework,0.6,2021-06-30,Completed
142,Homework #596,1,Algorithmic Toolbox,10,Homework,0.5,2021-07-30,Completed
143,Homework #8,1,Algorithmic Toolbox,10,Homework,0.7,2021-06-25,Completed
144,Homework #667,1,Algorithmic Toolbox,10,Homework,0.7,2021-06-12,Completed
145,Homework #918,1,Algorithmic Toolbox,10,Homework,0.8,2021-07-20,Completed
146,Homework #418,1,Algorithmic Toolbox,10,Homework,0.5,2021-06-14,Completed
147,Homework #497,1,Algorithmic Toolbox,10,Homework,0.6,2021-06-04,Completed
148,Participation #868,1,Algorithmic Toolbox,10,Participation,0.6,2021-06-24,Completed
149,Quiz #48,1,Algorithmic Toolbox,10,Quiz,1.2,2021-07-24,Completed
150,Project #610,1,Algorithmic Toolbox,10,Project,1.1,2021-08-07,Completed
151,Project #863,1,Algorithmic Toolbox,10,Project,1.3,2021-08-07,Completed
152,Midterm Exam,1,Algorithmic Toolbox,10,Exam,3,2021-07-02,Completed
153,Final Exam,1,Algorithmic Toolbox,10,Exam,5,2021-08-16,Completed
154,Homework #255,2,First Step Korean,6,Homework,0.8,2020-09-06,Completed
155,Participation #877,2,First Step Korean,6,Participation,0.7,2020-07-29,Completed
156,Participation #489,2,First Step Korean,6,Participation,0.7,2020-09-05,Completed
157,Quiz #787,2,First Step Korean,6,Quiz,1.1,2020-07-26,Completed
158,Project #559,2,First Step Korean,6,Project,1,2020-08-17,Completed
159,Project #860,2,First Step Korean,6,Project,1.1,2020-07-25,Completed
160,Midterm Exam,2,First Step Korean,6,Exam,3,2020-08-23,Completed
161,Final Exam,2,First Step Korean,6,Exam,5,2020-10-07,Completed
162,Homework #798,2,First Step Korean,7,Homework,0.6,2020-08-24,Completed
163,Homework #756,2,First Step Korean,7,Homework,0.7,2020-10-01,Completed
164,Homework #173,2,First Step Korean,7,Homework,0.6,2020-08-03,Completed
165,Homework #318,2,First Step Korean,7,Homework,0.6,2020-09-04,Completed
166,Homework #483,2,First Step Korean,7,Homework,0.7,2020-09-20,Completed
167,Homework #609,2,First Step Korean,7,Homework,0.8,2020-07-27,Completed
168,Homework #357,2,First Step Korean,7,Homework,0.8,2020-09-28,Completed
169,Participation #418,2,First Step Korean,7,Participation,0.6,2020-09-25,Completed
170,Participation #873,2,First Step Korean,7,Participation,0.8,2020-10-02,Completed
171,Participation #916,2,First Step Korean,7,Participation,0.6,2020-08-20,Completed
172,Participation #282,2,First Step Korean,7,Participation,0.7,2020-09-13,Completed
173,Participation #550,2,First Step Korean,7,Participation,0.5,2020-08-22,Completed
174,Participation #776,2,First Step Korean,7,Participation,0.7,2020-09-13,Completed
175,Quiz #274,2,First Step Korean,7,Quiz,1,2020-09-15,Completed
176,Quiz #247,2,First Step Korean,7,Quiz,1.3,2020-09-29,Completed
177,Quiz #510,2,First Step Korean,7,Quiz,1,2020-08-07,Completed
178,Project #226,2,First Step Korean,7,Project,1,2020-09-19,Completed
179,Project #946,2,First Step Korean,7,Project,1.1,2020-09-06,Completed
180,Project #959,2,First Step Korean,7,Project,1.2,2020-10-12,Completed
181,Midterm Exam,2,First Step Korean,7,Exam,3,2020-09-02,Completed
182,Final Exam,2,First Step Korean,7,Exam,5,2020-10-17,Completed
183,Homework #441,2,First Step Korean,7,Homework,0.8,2020-09-14,Completed
184,Homework #422,2,First Step Korean,7,Homework,0.7,2020-09-09,Completed
185,Homework #561,2,First Step Korean,7,Homework,0.6,2020-10-18,Completed
186,Homework #773,2,First Step Korean,7,Homework,0.6,2020-09-19,Completed
187,Homework #215,2,First Step Korean,7,Homework,0.6,2020-08-29,Completed
188,Homework #996,2,First Step Korean,7,Homework,0.6,2020-09-15,Completed
189,Participation #565,2,First Step Korean,7,Participation,0.8,2020-08-08,Completed
190,Participation #590,2,First Step Korean,7,Participation,0.8,2020-08-20,Completed
191,Quiz #728,2,First Step Korean,7,Quiz,1.2,2020-10-03,Completed
192,Quiz #445,2,First Step Korean,7,Quiz,1.2,2020-09-19,Completed
193,Project #750,2,First Step Korean,7,Project,1.3,2020-09-08,Completed
194,Project #577,2,First Step Korean,7,Project,1.1,2020-08-13,Completed
195,Project #36,2,First Step Korean,7,Project,1.2,2020-10-13,Completed
196,Midterm Exam,2,First Step Korean,7,Exam,3,2020-09-12,Completed
197,Final Exam,2,First Step Korean,7,Exam,5,2020-10-27,Completed
198,Homework #857,2,First Step Korean,7,Homework,0.7,2020-08-27,Completed
199,Homework #972,2,First Step Korean,7,Homework,0.5,2020-09-23,Completed
200,Homework #571,2,First Step Korean,7,Homework,0.7,2020-10-10,Completed
201,Participation #89,2,First Step Korean,7,Participation,0.5,2020-09-28,Completed
202,Participation #660,2,First Step Korean,7,Participation,0.7,2020-09-07,Completed
203,Participation #778,2,First Step Korean,7,Participation,0.5,2020-09-12,Completed
204,Participation #249,2,First Step Korean,7,Participation,0.7,2020-10-26,Completed
205,Participation #685,2,First Step Korean,7,Participation,0.6,2020-10-28,Completed
206,Quiz #674,2,First Step Korean,7,Quiz,1.2,2020-08-28,Completed
207,Project #408,2,First Step Korean,7,Project,1,2020-08-22,Completed
208,Project #840,2,First Step Korean,7,Project,1.2,2020-09-29,Completed
209,Project #705,2,First Step Korean,7,Project,1.3,2020-10-19,Completed
210,Midterm Exam,2,First Step Korean,7,Exam,3,2020-09-22,Completed
211,Final Exam,2,First Step Korean,7,Exam,5,2020-11-06,Completed
212,Homework #7,2,First Step Korean,7,Homework,0.7,2020-09-17,Completed
213,Homework #709,2,First Step Korean,7,Homework,0.7,2020-08-29,Completed
214,Participation #124,2,First Step Korean,7,Participation,0.6,2020-09-10,Completed
215,Participation #807,2,First Step Korean,7,Participation,0.5,2020-09-23,Completed
216,Participation #67,2,First Step Korean,7,Participation,0.8,2020-10-02,Completed
217,Participation #336,2,First Step Korean,7,Participation,0.7,2020-08-25,Completed
218,Quiz #352,2,First Step Korean,7,Quiz,1.3,2020-10-13,Completed
219,Project #916,2,First Step Korean,7,Project,1.1,2020-08-31,Completed
220,Project #683,2,First Step Korean,7,Project,1.2,2020-09-16,Completed
221,Project #746,2,First Step Korean,7,Project,1.2,2020-09-22,Completed
222,Midterm Exam,2,First Step Korean,7,Exam,3,2020-10-02,Completed
223,Final Exam,2,First Step Korean,7,Exam,5,2020-11-16,Completed
224,Homework #721,2,First Step Korean,7,Homework,0.6,2020-11-19,Completed
225,Homework #97,2,First Step Korean,7,Homework,0.6,2020-09-27,Completed
226,Participation #904,2,First Step Korean,7,Participation,0.6,2020-11-15,Completed
227,Participation #693,2,First Step Korean,7,Participation,0.6,2020-09-14,Completed
228,Participation #413,2,First Step Korean,7,Participation,0.5,2020-10-09,Completed
229,Participation #621,2,First Step Korean,7,Participation,0.8,2020-10-15,Completed
230,Quiz #141,2,First Step Korean,7,Quiz,1.3,2020-10-10,Completed
231,Project #305,2,First Step Korean,7,Project,1.3,2020-10-27,Completed
232,Midterm Exam,2,First Step Korean,7,Exam,3,2020-10-12,Completed
233,Final Exam,2,First Step Korean,7,Exam,5,2020-11-26,Completed
234,Homework #724,2,First Step Korean,7,Homework,0.6,2020-11-17,Completed
235,Participation #232,2,First Step Korean,7,Participation,0.6,2020-09-23,Completed
236,Participation #222,2,First Step Korean,7,Participation,0.5,2020-11-22,Completed
237,Participation #347,2,First Step Korean,7,Participation,0.7,2020-10-11,Completed
238,Participation #466,2,First Step Korean,7,Participation,0.7,2020-09-23,Completed
239,Participation #883,2,First Step Korean,7,Participation,0.6,2020-09-19,Completed
240,Participation #365,2,First Step Korean,7,Participation,0.7,2020-10-09,Completed
241,Participation #152,2,First Step Korean,7,Participation,0.8,2020-11-23,Completed
242,Quiz #840,2,First Step Korean,7,Quiz,1.2,2020-10-15,Completed
243,Project #629,2,First Step Korean,7,Project,1,2020-11-27,Completed
244,Midterm Exam,2,First Step Korean,7,Exam,3,2020-10-22,Completed
245,Final Exam,2,First Step Korean,7,Exam,5,2020-12-06,Completed
246,Homework #117,2,First Step Korean,7,Homework,0.7,2020-10-25,Completed
247,Participation #391,2,First Step Korean,7,Participation,0.7,2020-11-01,Completed
248,Participation #229,2,First Step Korean,7,Participation,0.7,2020-09-29,Completed
249,Participation #982,2,First Step Korean,7,Participation,0.8,2020-11-22,Completed
250,Participation #936,2,First Step Korean,7,Participation,0.5,2020-09-23,Completed
251,Quiz #926,2,First Step Korean,7,Quiz,1.2,2020-10-05,Completed
252,Project #577,2,First Step Korean,7,Project,1.2,2020-10-29,Completed
253,Project #753,2,First Step Korean,7,Project,1.2,2020-10-28,Completed
254,Project #779,2,First Step Korean,7,Project,1.2,2020-10-14,Completed
255,Midterm Exam,2,First Step Korean,7,Exam,3,2020-11-01,Completed
256,Final Exam,2,First Step Korean,7,Exam,5,2020-12-16,Completed
257,Homework #485,2,First Step Korean,7,Homework,0.6,2020-11-05,Completed
258,Participation #148,2,First Step Korean,7,Participation,0.5,2020-10-20,Completed
259,Participation #884,2,First Step Korean,7,Participation,0.7,2020-10-20,Completed
260,Participation #766,2,First Step Korean,7,Participation,0.6,2020-10-27,Completed
261,Participation #586,2,First Step Korean,7,Participation,0.8,2020-10-17,Completed
262,Participation #953,2,First Step Korean,7,Participation,0.7,2020-11-16,Completed
263,Participation #490,2,First Step Korean,7,Participation,0.7,2020-11-15,Completed
264,Quiz #937,2,First Step Korean,7,Quiz,1.3,2020-10-22,Completed
265,Quiz #899,2,First Step Korean,7,Quiz,1.1,2020-12-21,Completed
266,Quiz #965,2,First Step Korean,7,Quiz,1.2,2020-11-21,Completed
267,Project #672,2,First Step Korean,7,Project,1.2,2020-10-13,Completed
268,Midterm Exam,2,First Step Korean,7,Exam,3,2020-11-11,Completed
269,Final Exam,2,First Step Korean,7,Exam,5,2020-12-26,Completed
270,Homework #434,2,First Step Korean,7,Homework,0.7,2020-10-20,Completed
271,Homework #164,2,First Step Korean,7,Homework,0.5,2020-10-19,Completed
272,Homework #903,2,First Step Korean,7,Homework,0.7,2020-12-24,Completed
273,Homework #653,2,First Step Korean,7,Homework,0.5,2020-10-30,Completed
274,Homework #324,2,First Step Korean,7,Homework,0.6,2020-11-10,Completed
275,Homework #733,2,First Step Korean,7,Homework,0.5,2020-11-01,Completed
276,Participation #273,2,First Step Korean,7,Participation,0.8,2020-11-02,Completed
277,Participation #359,2,First Step Korean,7,Participation,0.8,2020-12-18,Completed
278,Participation #733,2,First Step Korean,7,Participation,0.8,2020-12-03,Completed
279,Participation #730,2,First Step Korean,7,Participation,0.7,2020-11-20,Completed
280,Participation #249,2,First Step Korean,7,Participation,0.8,2020-12-14,Completed
281,Participation #713,2,First Step Korean,7,Participation,0.7,2020-12-31,Completed
282,Quiz #95,2,First Step Korean,7,Quiz,1.3,2020-12-29,Completed
283,Quiz #957,2,First Step Korean,7,Quiz,1.3,2020-12-24,Completed
284,Project #714,2,First Step Korean,7,Project,1.3,2020-11-18,Completed
285,Project #934,2,First Step Korean,7,Project,1,2020-11-25,Completed
286,Project #61,2,First Step Korean,7,Project,1.1,2020-12-11,Completed
287,Midterm Exam,2,First Step Korean,7,Exam,3,2020-11-21,Completed
288,Final Exam,2,First Step Korean,7,Exam,5,2021-01-05,Completed
289,Homework #428,2,First Step Korean,7,Homework,0.6,2020-10-26,Completed
290,Homework #339,2,First Step Korean,7,Homework,0.7,2020-10-28,Completed
291,Homework #935,2,First Step Korean,7,Homework,0.6,2020-10-23,Completed
292,Homework #30,2,First Step Korean,7,Homework,0.7,2020-12-14,Completed
293,Homework #102,2,First Step Korean,7,Homework,0.7,2020-11-28,Completed
294,Homework #185,2,First Step Korean,7,Homework,0.7,2020-10-24,Completed
295,Homework #196,2,First Step Korean,7,Homework,0.7,2020-12-18,Completed
296,Participation #849,2,First Step Korean,7,Participation,0.8,2020-12-26,Completed
297,Participation #617,2,First Step Korean,7,Participation,0.6,2020-12-22,Completed
298,Participation #546,2,First Step Korean,7,Participation,0.6,2020-11-15,Completed
299,Participation #631,2,First Step Korean,7,Participation,0.5,2020-10-31,Completed
300,Participation #74,2,First Step Korean,7,Participation,0.5,2020-12-19,Completed
301,Participation #294,2,First Step Korean,7,Participation,0.7,2020-11-28,Completed
302,Quiz #8,2,First Step Korean,7,Quiz,1.1,2020-12-09,Completed
303,Project #326,2,First Step Korean,7,Project,1.3,2020-11-07,Completed
304,Project #171,2,First Step Korean,7,Project,1.1,2020-12-09,Completed
305,Midterm Exam,2,First Step Korean,7,Exam,3,2020-12-01,Completed
306,Final Exam,2,First Step Korean,7,Exam,5,2021-01-15,Completed
307,Homework #145,2,First Step Korean,8,Homework,0.6,2020-11-02,Completed
308,Participation #627,2,First Step Korean,8,Participation,0.7,2020-12-20,Completed
309,Participation #441,2,First Step Korean,8,Participation,0.6,2020-12-16,Completed
310,Participation #882,2,First Step Korean,8,Participation,0.6,2020-11-07,Completed
311,Participation #19,2,First Step Korean,8,Participation,0.7,2020-12-12,Completed
312,Participation #474,2,First Step Korean,8,Participation,0.8,2020-12-12,Completed
313,Participation #961,2,First Step Korean,8,Participation,0.8,2020-11-29,Completed
314,Participation #327,2,First Step Korean,8,Participation,0.8,2020-12-21,Completed
315,Quiz #607,2,First Step Korean,8,Quiz,1.1,2020-11-14,Completed
316,Quiz #312,2,First Step Korean,8,Quiz,1.2,2020-12-09,Completed
317,Project #439,2,First Step Korean,8,Project,1.1,2021-01-20,Completed
318,Project #119,2,First Step Korean,8,Project,1.2,2020-12-12,Completed
319,Midterm Exam,2,First Step Korean,8,Exam,3,2020-12-11,Completed
320,Final Exam,2,First Step Korean,8,Exam,5,2021-01-25,Completed
321,Homework #145,2,First Step Korean,8,Homework,0.8,2020-11-21,Completed
322,Homework #608,2,First Step Korean,8,Homework,0.6,2021-01-24,Completed
323,Homework #956,2,First Step Korean,8,Homework,0.6,2020-11-26,Completed
324,Homework #856,2,First Step Korean,8,Homework,0.7,2021-01-06,Completed
325,Participation #558,2,First Step Korean,8,Participation,0.7,2021-01-10,Completed
326,Participation #126,2,First Step Korean,8,Participation,0.7,2020-11-14,Completed
327,Quiz #630,2,First Step Korean,8,Quiz,1.3,2021-01-27,Completed
328,Project #989,2,First Step Korean,8,Project,1.2,2021-01-29,Completed
329,Midterm Exam,2,First Step Korean,8,Exam,3,2020-12-21,Completed
330,Final Exam,2,First Step Korean,8,Exam,5,2021-02-04,Completed
331,Homework #755,2,First Step Korean,8,Homework,0.6,2021-01-31,Completed
332,Homework #215,2,First Step Korean,8,Homework,0.5,2020-11-24,Completed
333,Homework #263,2,First Step Korean,8,Homework,0.5,2020-12-04,Completed
334,Homework #801,2,First Step Korean,8,Homework,0.7,2021-01-26,Completed
335,Homework #308,2,First Step Korean,8,Homework,0.5,2020-12-17,Completed
336,Participation #149,2,First Step Korean,8,Participation,0.8,2021-02-08,Completed
337,Participation #735,2,First Step Korean,8,Participation,0.6,2021-01-13,Completed
338,Participation #881,2,First Step Korean,8,Participation,0.7,2021-01-10,Completed
339,Participation #318,2,First Step Korean,8,Participation,0.5,2021-01-30,Completed
340,Participation #574,2,First Step Korean,8,Participation,0.6,2021-02-03,Completed
341,Quiz #806,2,First Step Korean,8,Quiz,1.2,2020-12-27,Completed
342,Quiz #171,2,First Step Korean,8,Quiz,1.2,2020-12-27,Completed
343,Quiz #78,2,First Step Korean,8,Quiz,1.1,2021-01-18,Completed
344,Project #846,2,First Step Korean,8,Project,1.2,2020-11-25,Completed
345,Project #34,2,First Step Korean,8,Project,1.1,2021-02-07,Completed
346,Project #727,2,First Step Korean,8,Project,1.2,2021-01-20,Completed
347,Midterm Exam,2,First Step Korean,8,Exam,3,2020-12-31,Completed
348,Final Exam,2,First Step Korean,8,Exam,5,2021-02-14,Completed
